Date,         time,  Actual_kW,   Pred_RF_kW,       Pred_GB_kW
2025-01-30 18:00:00,0.0533,0.0510153333333333,0.0569458269111123,
2025-02-01 09:00:00,0.4955,0.4904453333333332,0.4820171087666816,
2025-01-14 15:00:00,0.1063,0.0963760000000001,0.099356042042269,
2025-01-16 22:00:00,0.2663,0.272738,0.2744652134913306,
2025-01-19 19:00:00,0.0656,0.072516,0.0706080782914739,
2025-01-22 18:00:00,0.3375,0.3033813333333333,0.3107002021426687,
2025-01-10 02:00:00,0.2627,0.2584219999999997,0.2575444370855487,
2025-02-02 19:00:00,0.1096,0.1263266666666667,0.1297191715661759,
2025-01-19 04:00:00,0.3606,0.3466846666666666,0.3546500601186677,
2025-02-01 20:00:00,0.3347,0.3657686666666666,0.3517065367593554,
2025-01-04 16:00:00,0.4432,0.4688519999999999,0.4537544860250078,
2025-01-03 15:00:00,0.1395,0.1426406666666666,0.1386902282029959,
2025-02-04 10:00:00,0.1046,0.1120433333333334,0.1089973736372393,
2025-01-30 20:00:00,0.1224,0.1172453333333333,0.1146747791079012,
2025-01-15 15:00:00,0.0441,0.0416933333333333,0.045600130694625,
2025-02-09 00:00:00,0.1434,0.1493013333333333,0.1498227312175743,
2025-01-11 16:00:00,0.0368,0.0424906666666666,0.0398024898742183,
2025-01-27 11:00:00,0.1233,0.1352793333333333,0.1354099450001026,
2025-01-27 20:00:00,0.4993,0.5128253333333332,0.483080642137506,
2025-01-24 02:00:00,0.0784,0.0790899999999999,0.0774074345554646,
2025-02-09 23:00:00,0.016,0.0220959999999999,0.0179483436036239,
2025-01-08 00:00:00,0.1896,0.1855013333333334,0.1916851891723811,
2025-02-08 05:00:00,0.0787,0.0827280000000001,0.0737984949712007,
2025-01-23 00:00:00,0.1311,0.1335739999999999,0.1372664043843516,
2025-02-04 07:00:00,0.2495,0.2169979999999999,0.2352211308028306,
2025-02-11 01:00:00,0.1588,0.163284,0.1605258074132443,
2025-02-04 00:00:00,0.3244,0.3532973333333333,0.3321962557888715,
2025-01-04 14:00:00,0.1504,0.1206626666666667,0.1356976607760088,
2025-01-19 00:00:00,0.3387,0.3035273333333333,0.3184688686865697,
2025-01-08 16:00:00,0.305,0.285717333333333,0.2763057819218855,
2025-02-10 18:00:00,0.0811,0.0778673333333334,0.0813770483992492,
2025-01-23 06:00:00,0.1675,0.1624420000000001,0.1608782818230583,
2025-01-13 06:00:00,0.4384,0.4020553333333337,0.3860517487161234,
2025-02-07 04:00:00,0.3815,0.4051379999999998,0.416894279919877,
2025-01-18 17:00:00,0.1193,0.130732,0.1274662399269228,
2025-01-30 17:00:00,0.0569,0.0684946666666666,0.0710876827428645,
2025-01-11 20:00:00,0.4101,0.3830686666666664,0.3872782826330546,
2025-01-10 21:00:00,0.1489,0.1362233333333333,0.1345798672405002,
2025-01-24 07:00:00,0.0752,0.0784033333333332,0.0697344487977089,
2025-01-25 07:00:00,0.1429,0.1350560000000001,0.1434903919607849,
2025-01-19 13:00:00,0.4918,0.4377846666666667,0.4429101601615521,
2025-02-06 03:00:00,0.2224,0.2011373333333335,0.2155299926758509,
2025-02-03 08:00:00,0.0791,0.080854,0.0815860473034244,
2025-01-25 23:00:00,0.1336,0.1460826666666666,0.1331283951185521,
2025-02-05 09:00:00,0.2616,0.265863333333333,0.2616397759150593,
2025-01-12 01:00:00,0.4369,0.4999873333333329,0.5092689068720163,
2025-02-11 11:00:00,0.2059,0.1997420000000001,0.2049158092121709,
2025-01-23 01:00:00,0.0095,0.012076,0.0092118200581237,
2025-01-03 07:00:00,0.0307,0.0400459999999999,0.0448669789289011,
2025-01-06 00:00:00,0.3975,0.4737613333333331,0.4793778038346548,
2025-01-09 23:00:00,0.0682,0.0820653333333333,0.07099799408747,
2025-01-02 01:00:00,0.4045,0.4164186666666669,0.4275879669660896,
2025-01-04 00:00:00,0.1357,0.1372306666666667,0.1296340241285615,
2025-01-02 20:00:00,0.0483,0.045476,0.0481342695998695,
2025-01-11 07:00:00,0.5868,0.544648,0.5580832782110392,
2025-01-31 01:00:00,0.059,0.0687686666666666,0.0638604238344089,
2025-01-12 17:00:00,0.1079,0.1171933333333333,0.1124940507767597,
2025-02-07 05:00:00,0.214,0.2307446666666665,0.2362535221691312,
2025-02-08 02:00:00,0.0595,0.0561146666666667,0.0559444800602103,
2025-02-03 18:00:00,0.1676,0.1889386666666664,0.1844585056206568,
2025-01-11 04:00:00,0.2056,0.2505953333333329,0.2509094907504111,
2025-02-04 06:00:00,0.1107,0.106358,0.116913322507327,
2025-01-14 09:00:00,0.06,0.0530066666666667,0.0656110059219384,
2025-01-27 19:00:00,0.3249,0.3457379999999997,0.3448879174765761,
2025-01-07 14:00:00,0.1404,0.1660846666666667,0.1626855031026127,
2025-02-10 17:00:00,0.1985,0.1792086666666668,0.182604599137401,
2025-01-18 21:00:00,0.1375,0.1400826666666667,0.1345296570740256,
2025-02-09 05:00:00,0.4418,0.4283699999999999,0.4362831481650462,
2025-01-20 06:00:00,0.0149,0.020856,0.0190475937731301,
2025-01-13 21:00:00,0.1863,0.1699799999999999,0.1782197423776234,
2025-01-30 01:00:00,0.2876,0.2546020000000001,0.2492035355760844,
2025-01-03 12:00:00,0.0726,0.06628,0.065245421231948,
2025-02-06 20:00:00,0.2662,0.3095640000000003,0.299211509893023,
2025-01-25 19:00:00,0.0785,0.0952413333333333,0.0872861367882235,
2025-02-01 23:00:00,0.1118,0.1057126666666666,0.114859095224555,
2025-01-28 01:00:00,0.114,0.1227646666666666,0.1202387481045913,
2025-01-28 02:00:00,0.3786,0.3702646666666665,0.3625998300666201,
2025-02-06 01:00:00,0.2146,0.2254339999999998,0.2140876283521831,
2025-01-28 20:00:00,0.169,0.1709706666666668,0.1680792460943582,
2025-01-13 10:00:00,0.1061,0.1219493333333334,0.1135237642534838,
2025-01-29 17:00:00,0.3518,0.3223206666666668,0.3300880143658141,
2025-01-14 02:00:00,0.5229,0.5060253333333333,0.5226641508844989,
2025-01-13 22:00:00,0.2573,0.2720753333333334,0.2562163489894887,
2025-01-16 01:00:00,0.137,0.1389373333333333,0.1400890470088927,
2025-01-20 23:00:00,0.083,0.0892620000000001,0.0871199763054454,
2025-01-05 14:00:00,0.0145,0.013602,0.0173360067750495,
2025-02-11 05:00:00,0.1034,0.0985706666666668,0.0934233004596059,
2025-01-21 06:00:00,0.1272,0.1232666666666667,0.1227873131390624,
2025-01-16 03:00:00,0.5441,0.4966119999999998,0.5319577753252026,
2025-01-11 14:00:00,0.4482,0.4667373333333334,0.4493065163180775,
2025-01-11 19:00:00,0.0536,0.0588666666666667,0.0556393999390324,
2025-02-03 10:00:00,0.0169,0.0228373333333333,0.0211408663603797,
2025-01-29 05:00:00,0.2843,0.2613553333333331,0.2612852595648485,
2025-01-21 14:00:00,0.0834,0.0878133333333334,0.093363207704348,
2025-01-28 22:00:00,0.2767,0.3095726666666664,0.2938659442008209,
2025-01-16 17:00:00,0.1817,0.1917260000000001,0.1735123311417669,
2025-01-22 22:00:00,0.1595,0.1453406666666667,0.1387476693683701,
2025-02-05 05:00:00,0.1024,0.1081446666666665,0.102252703979354,
2025-01-06 17:00:00,0.3702,0.3412366666666662,0.3435684646417677,
2025-01-15 19:00:00,0.0734,0.0823513333333333,0.0773758640465977,
2025-01-16 05:00:00,0.0937,0.0906139999999999,0.0928694712637251,
2025-02-09 06:00:00,0.0925,0.0858733333333333,0.0859206016963737,
2025-02-01 05:00:00,0.2512,0.2391699999999998,0.2286576286337399,
2025-02-09 12:00:00,0.0095,0.0168499999999999,0.0080889420323545,
2025-02-04 13:00:00,0.5304,0.5483573333333331,0.5495634065617935,
2025-01-28 08:00:00,0.3548,0.3875986666666666,0.4018657683764328,
2025-01-09 07:00:00,0.1352,0.1226053333333332,0.1400595393010392,
2025-01-09 21:00:00,0.1391,0.1316346666666665,0.1308627011983503,
2025-01-18 00:00:00,0.0402,0.0375393333333333,0.0433280857169692,
2025-01-14 20:00:00,0.0914,0.0812726666666666,0.0849089179459319,
2025-01-09 16:00:00,0.2126,0.1969453333333335,0.1948523119940404,
2025-01-26 13:00:00,0.0598,0.0644733333333333,0.0631203411152689,
2025-01-04 06:00:00,0.1735,0.1690693333333334,0.1700638253960401,
